precio,ubicacion,titulo,caracteristicas,area,dormitorios,banos,fecha_publicacion,url,website,search_term,scrape_timestamp,Ciudad,Tipo,Inmueble,Pagina,Fecha_Publicacion
"S/ 710,000 · USD 212,000 S/ 300 Mantenimiento","AV Paseo DE LA Republica 5817 San Antonio, Miraflores","San Antonio, Miraflores",25,90 m² tot.,,,Publicado hace 2 días,"Hermoso departamento en Miraflores – Piso 13Ubicado en el corazón de Miraflores, a pocas cuadras del Parque Kennedy, este moderno departamento ofrece confort, luz natural y vistas encantadoras. Área: 90 m²Distribución: 2 dormitorios, 2 baños completosCochera techada incluidaPiso 13, con hermosa vista panorámicaBalcón perfecto para disfrutar aire libre y relajarteCaracterísticas adicionales: Sala-comedor amplios y luminososCocina moderna, muebles altos y bajos, con espacio para comedor de diarioDormitorio principal con baño privado y closets empotradosSegundo dormitorio ideal para visitas u oficinaBaño de visitas completoAcabados de primera calidad: pisos de porcelanato o madera, puertas de madera, grifería modernaAscensor de acceso directo al pisoEdificio seguro, con vigilancia 24 horasUbicación privilegiada: A pasos del Parque Kennedy y sus áreas verdesRodeado de tiendas, cafés, restaurantes, supermercados y centros comercialesBuenas conexiones de transporte público hacia toda la ciudadIdeal para quienes buscan: Convivir comodidad, elegancia y ubicación; para vivir o invertir en una zona de alta demanda y plusvalía en Lima.",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 2 días
"S/ 684,000","Av. Salaverry 5xx, Dpto 902 Santa Beatriz, Jesús María","Santa Beatriz, Jesús María",22,75 m² tot.,,,Publicado hace 4 días,"Localizado en una de las principales avenidas de Lima (Salaverry), este moderno proyecto te ofrece una vista privilegiada al emblemático Campo de Marte. Disfruta de una ubicación estratégica, cerca de colegios, restaurantes, parques y todo lo que necesitas. Departamentos de 1, 2 y 3 habitaciones, con áreas desde los 40m2, ideales para vivir o invertir. Características (Tipología 2 y 4): - Cocina abierta (viene con encimera, horno y campana) - Sala/comedor- Habitación principal con walk-in closet y baño incorporado- 2 habitaciones secundarias- 1 baño completo secundario- LavanderíaÁreas Comunes: - Gimnasio- 3 zonas de parrilla- Área de co-working- Zona de juegos para niños- Zona de juegos para mascotas- Sala de reunionesEdificio de 22 pisos, con un total de 198 departamentos. Estacionamientos y depósitos se venden por separado: - Estacionamientos: precio desde los S/. 89, 000 (quedan pocas unidades) - Depósitos: S/. 1500 por m2 (hay de 5m2, 8m2 y 12m2) Entrega inmediata!! Dptos disponibles con la misma tipología: - 1104, 1204, 1304, 1504 -&amp;gt; S/. 673, 000- 1202, 1302, 1502, 1602 -&amp;gt; S/. 677, 000- 2202 -&amp;gt; S/. 651, 000- 2204 -&amp;gt; S/. 646, 000",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 4 días
"S/ 1,088,000 · USD 320,000 S/ 620 Mantenimiento","Exclusivo y Moderno Departamento en Esquina, con Doble Vista a 2 Cuadras del Malecón de la Reserva Malecon Reserva, Miraflores","Malecon Reserva, Miraflores",26,112 m² tot.,,,Publicado hace 5 días,"Exclusivo y moderno departamento flat en esquina, con doble vista y ubicado a solo 2 cuadras del Malecón de la Reserva. Disfruta de una ubicación inmejorable, rodeada de comercios, restaurantes, áreas verdes y una vibrante zona turística. - Distribución: 112 m²Elegante recibidor para 2 personas. Amplia sala en esquina, con doble vista a la calle, grandes mamparas y excelente iluminación natural. Cocina con kitchenette con tablero de cuarzo, moderna y práctica, integrada a un comedor con sillas bajas. 1 baño de visita con tablero de mármol. Habitación principal muy amplia, con balcón, vista a la calle, baño completo y walk-in closet. Dos habitaciones adicionales, ambas con balcón y vista a la calle, que comparten un baño completo. Área de lavandería independiente a la cocina. - Áreas comunes: Terraza con vista panorámica al mar, ideal para relajarse o reuniones sociales. Zona de parrilla totalmente equipada. Centro de lavado para mayor comodidad. Amplia zona de bicicletas. Gimnasio equipado con máquinas de cardio, polea y mancuernas. Lobby elegante para recibir a tus visitas. - Incluye: 1 cochera. Seguridad 24 horas. Venta: $320, 000",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 5 días
"S/ 744,600 · USD 219,000 S/ 489 Mantenimiento","Calle General Borgoño 355 - Dpto 501 Miraflores, Lima","Miraflores, Lima",21,89 m² tot.,,,Publicado hace 4 días,"Departamento Flat en venta a us$ 219. 000 –Calle General Borgoño 355, MirafloresProyecto nuevo úbicado en la estrategica Calle General Borgoño, en pleno corazón de Miraflores, cerca de todo lo que buscas para disfrutar la vida que siempre soñaste. En este proyecto encontrarás la inspiración y modernidad que se adapta a ti, además de poder disfrutar de los espacios interiores, exclusivos acabados y arte para que puedas vivir inspirándote cada día. Ahorra en tus gastos de agua y electricidad con un edificio con certificación energetica leed! Cerca a bancos, restaurantes, tiendas de gran superficie y la clinica delgadoÁrea y caracteristicas: Área de terreno: 89m²Área construida: 89m²Dormitorios: 3Baños: 2Cocheras: 0 ( Cocheras desde us $14. 000) areas comunes: LobbyCo workingSpa de mascotasZona de bicicletasbbq zoneZona de terrazaAmbientes: Dormitorio principal con baño incorporado y walk in closet2 Dormitorios auxiliaresBaño auxiliarSala - comedorKitchenetteLavanderíaBalcónInformación adicional: Cocheras adicionales desde usd 14, 000Para más información y visitas, contáctanos: Antonella Muzio: Ver datosStefano Agurto: Ver datosInformación e imágenes referenciales.",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 4 días
"S/ 635,000 · USD 189,000 S/ 350 Mantenimiento","Alberto del Campo Orrantia Del Mar, San Isidro","Orrantia Del Mar, San Isidro",19,100 m² tot.,,,Publicado hace 2 días,"Vendo departamento remodelado con excelentes acabados. Consta de 2 dormitorios y 2 baños, ubicado en zona estratégica. El dormitorio principal cuenta con baño incorporado y walk-in closet y vista a la calle. La sala comedor es amplia y con vista a la calle, además de una jardinera decorativa. La segunda habitación es igualmente espaciosa con closet, dispone de baño de visitas completo con ducha, cocina cerrada y amplia con reposteros altos y bajos, así como comedor de diario. Área de lavandería techada, bien iluminada y ventilada, con tendal, cuarto y baño de servicio. Incluye 2 estacionamientos y excelentes áreas comunes: piscina, gimnasio. Precio negociable",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 2 días
"S/ 3,230,000 · USD 950,000 S/ 1,300 Mantenimiento","Santo Toribio San Isidro, Lima","San Isidro, Lima",11,425 m² tot.,,,Publicado hace 2 días,"Área Construida: 252. 05 m² Área Ocupada Total: 425. 00 m² Antigüedad: 14 años. Vista: Interior. Dormitorios: 3. Estacionamientos: 3 cocheras lineales (capacidad para 6 autos) Mascotas: Permitidas. descripción. • Sala – comedor con excelente iluminación. • Cocina cerrada con reposteros altos y bajos, tableros de granito y comedor de diario. • Área de servicio completa. • Tres dormitorios: o Dormitorio principal con baño incorporado, walk-in closet y salida a la terraza. O Dos dormitorios secundarios con baño incorporado, clóset y vista hacia la terraza. • Pisos de madera en todo el departamento en excelente estado. • Baño de visita. • Terraza ideal para reuniones o área social, con piscina, zona de gimnasio y área de parrilla. • Dos salas de estar. • Gas natural: El edificio cuenta con tuberías internas instaladas, pero aún no está habilitado. Baños de los dormitorios: • Principal: ducha amplia. • Secundario 1: tina. • Secundario 2: ducha. Información adicional. • Mantenimiento: S/ 1, 300 (incluye agua potable, limpieza, mantenimiento del ascensor y vigilancia). • Edificio: 7 pisos, 15 departamentos en total. • Vigilancia: 24/7 con personal capacitado y confiable. • Ubicación estratégica: Zona residencial exclusiva con acceso rápido a restaurantes, comercios, gimnasios y vías principales. Entorno seguro, tranquilo y con excelente conectividad. áreas comunes. Sala de reuniones. También contamos con otras alternativas bastante similares en la misma zona y presupuesto, para nosotros será un gusto enviarle un listado para que Ud. Escoja ¿cuál sería de su interés? (con características similares a esta propiedad) a su correo, así facilitamos su búsqueda y si desea comuníquese con nosotros al 9. 9. 4. 2. 0. 7. 8. 6. 0. Será un gusto atenderlos!",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 2 días
"S/ 375,000 · USD 98,666","Jirón Torres Malarín Cuadra 5 Pueblo Libre, Lima","Pueblo Libre, Lima",11,62 m² tot.,,,Publicado hace 3 días,"Edificio ombú – pueblo libre. Edificio de 7 pisos, 17 departamentos. Acabados: - Áreas desde 39m2 a 111m2. - Moderno ascensor. - Piso laminado en sala comedor y dormitorios. - Piso porcelanato en cocina y baños. - Instalación de gas-calidda. - A 5minutos de Bancos, Centros comerciales y parques. - Iluminación led. - Baños con mueble debajo de mesa. - Grifería ahorradora. Departamento de 2 dormitorios: &amp;gt; 62. 09m2&amp;gt; Sala - comedor (vista externa) &amp;gt; Balcón&amp;gt; Kitchenette&amp;gt; Dormitorio principal con baño y closet incorporado&amp;gt; 1 dormitorio secundario&amp;gt; Baño secundario completo&amp;gt; Centro de lavadoFinanciamiento con: bcpfecha de entrega: diciembre 2025Disponible en piso 2Precio negociable: S/ 375, 000. 00Cochera desde: S/45, 000. 00contacto: francisco huanacune *9*0*0*9*5*4*8*6*9*",urbania,Lima_venta_departamento_p7,2025-11-22 23:48:27.737208,Lima,venta,departamento,7,Publicado hace 3 días
"S/ 535,850 · USD 159,000 S/ 150 Mantenimiento","Juan de Rada al 220 Santiago de Surco, Lima","Santiago de Surco, Lima",16,100 m² tot.,,,Publicado desde ayer,"¡Vive o invierte en Surco con ubicación estratégica! Descubre este acogedor y funcional departamento ubicado en una de las zonas con mayor demanda de Santiago de Surco, a tan solo unas cuadras de la Estación Ayacucho del Metro de Lima, en la tranquila calle Juan de Rada. Con 96 m² bien distribuidos, este inmueble en un segundo piso ofrece comodidad, seguridad y excelente conectividad: - 3 dormitorios amplios con buena iluminación - 2 baños completos - Sala comedor acogedora, ideal para compartir en familia - Cocina independiente con muebles altos y bajos - Área de lavandería - Cochera incluida en el precio - Ubicación estratégica cerca de colegios, parques, supermercados y vías principales. Ideal tanto para vivir como para invertir en una zona de constante revalorización. - Precio: $Ver datos dólares Una propiedad lista para habitar, con excelente potencial de valorización. ¡No dejes pasar esta oportunidad! Contáctanos para agendar tu visita.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado desde ayer
"S/ 199,260 · USD 54,000","AV Colonial CON AV Carcamo Lima Cercado, Lima","Lima Cercado, Lima",15,40 m² tot.,,,Publicado hace 4 días,"Dormitorios: 1 Baños: 1Piso: 20Área: 40m2Antigüedad: 8 añosEstacionamiento: 0Descripción: - 1 Dormitorio - 1 Baño de visita- Sala - comedor - Cocina con reposteros altos y bajos- Therma - Área de lavandería- Vista externaEl Edificio: - 22 pisos - 3 Ascensores- Intercomunicador- Piscina - Juego para Niños- Area De Parrilla - Salón de ReunionesUbicación: - A la altura de Maestra de la Av. Cárcamo con Av. Colonial, cerca del Estadio Lolo Fernández- Cerca a Avenidas Principales Colonial y Argentina- A pocas cuadras de las Malvinas y Plaza 2 de MayoPrecio: us$ 54, 000 dólares Mantenimiento: S/. 120. 00 Soles aproximadamente (Incluye Agua). Luz: Medidor independiente~rp1-gp R. U. C Ver datos",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 4 días
"S/ 680,000 · USD 200,000 S/ 430 Mantenimiento","aV. MANUEL OLGUIN 790 El Derby, Santiago de Surco","El Derby, Santiago de Surco",22,103 m² tot.,,,Publicado hace 7 días,"Flat remodelado de 103 m² segundo piso. 2 cocheras paralelas. listo para mudarse. ¡Una excelente oportunidad de venta! Este acogedor departamento flat de 103 m², ubicado en piso bajo, combina funcionalidad, comodidad y una distribución ideal para familias que buscan mudarse sin hacer remodelaciones. Cuenta con vista interna, manteniendo un ambiente silencioso y privado, además de dos cocheras paralelas, un diferencial clave en la zona. Distribución moderna y muy bien aprovechada. Sala–comedor con balcón y agradable vista interna. Sala de estar de paso, perfecta como espacio familiar. Dormitorio principal con baño con tina, walk-in closet y ventana panorámica. Dos dormitorios secundarios que comparten un baño con plato de ducha. Baño de visita. Cocina amplia con comedor de diario. Lavandería independiente. Cuarto y baño de servicio completos. Incluye 2 cocheras paralelas. Por qué este departamento es una gran opción. Piso bajo, práctico y accesible. Remodelado y listo para entrar a vivir. Excelente distribución. Espacios cómodos y funcionales. Perfecto para familias. Ubicado en zona residencial tranquila. Edificio beyond con áreas comunes",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 7 días
"S/ 153,699 · USD 52,000 S/ 300 Mantenimiento","Boulevar DE Asia Asia, Cañete","Asia, Cañete",20,40 m² tot.,,,Publicado hace 6 días,"Departamentos desde usd 51, 999 + cochera incluidavive, invierte y disfruta todo el año en el nuevo concepto residencial estilo Bora Bora en el km 98. 5 de la Panamericana Sur. Un condominio que combina playa artificial de 400 m², áreas sociales premium y financiamiento directo sin intereses. ¡Ideal para inversionistas, familias y amantes de la vida cerca del mar! departamento disponible – precio de infarto 40 m² – 1 Habitación + CocheraPrecio contado: usd 43, 999Precio crédito: usd 51, 999Perfecto para invertir, alquilar temporada o escapadas de fin de semana. Contáctanos y asegura depakosmos Inmobiliaria¡Aprovecha ahora, los precios subirán pronto!",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 6 días
"S/ 1,104,000 · USD 320,000 S/ 550 Mantenimiento","Jirón Pietro Cavallini 485 San Borja Norte, San Borja","San Borja Norte, San Borja",40,161 m² tot.,,,Publicado hace 5 días,"Este departamento combina amplitud, calidez y ubicación privilegiada. La amplitud de sus ambientes, la terraza que conecta con la sala y el comedor, y la distribución práctica hacen de este flat un hogar ideal para familias que buscan comodidad, privacidad y un estilo de vida tranquilo en San Borja. Está cerca de parques, colegios, universidades y avenidas principales, con accesos rápidos y seguros. Distribución pensada para tu comodidad: - Dormitorio principal con baño privado y walk-in-closet. Con vista y acceso una terraza con jardín- 2 dormitorios secundarios con clósets, que comparten un baño completo. Ambos con vista y acceso a terraza y jardín. - Sala y comedor amplios con vista y acceso a una terraza con área social y área de parrilla, perfectos para reuniones familiares- Cocina espaciosa con comedor de diario- Área de lavandería espaciosa- Dormitorio y baño de servicio- Baño de visita- Cuenta con 2 puntos de gas Calidda (cocina y lavandería) - Además contarás con estacionamiento doble de 24. 96 m². Depósito en sótano de 5. 82 m² mejor precio de venta: us$ 320, 000Cochera doble + depósito us$ 20, 000Mantenimiento aproximado: S/ 550 (incluye agua y cubre seguridad permanente 24/7, mantenimiento y limpieza). Antigüedad: 4 añosDisfruta de todo lo que te ofrece este completo departamento en el corazón de San Borja y reserva tu visita hoy. 121% comprometidos en brindarte un servicio de excelencia.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 5 días
"S/ 476,000 · USD 139,900 S/ 280 Mantenimiento","Calle Alfredo León 114 - Dpto 1201 Miraflores, Lima","Miraflores, Lima",24,66 m² tot.,,,Publicado hace 4 días,"Excelente Oportunidad! Departamento en venta de 2 dormitorios y un estacionamiento. En venta acogedor departamento, ubicado a pocos pasos del segundo óvalo de Av. Pardo, en una excelente zona de Miraflores, cerca al malecón, parques y rodeado de servicios, restaurantes y tiendas. El edificio ofrece seguridad y una ubicación estratégica para quienes buscan comodidad y acceso rápido a todo lo mejor de Miraflores. Características: Área total: 66 m²Ubicación: Piso 12, vista exterior2 habitaciones amplias con closets de pared a pared. Sala comedor amplia, con excelente iluminación y ventilación natural. 1 baño completo que comparten ambas habitaciones. Baño de visitas adicional. Cocina equipada, con muebles altos y bajos. Incluye 1 cochera techada. Para más información y visitas, contáctenos. Visitas previa coordinación.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 4 días
"S/ 217,599 · USD 63,999 S/ 300 Mantenimiento","Pe-1s, Asia 15690 Boulevard De Asia, Asia","Boulevard De Asia, Asia",13,60 m² tot.,,,Publicado hace 6 días,"Departamento disponible – precio de infarto Vive, invierte y disfruta todo el año en el nuevo concepto residencial estilo Bora Bora en el km 98. 5 de la Panamericana Sur. Un condominio que combina playa artificial de 400 m², áreas sociales premium y financiamiento directo sin intereses. ¡Ideal para inversionistas, familias y amantes de la vida cerca del mar! amenidades que marcan la diferenciaplaya artificial estilo Bora BoraClub House &amp;amp; GimnasioCancha deportiva y cancha de pádelÁreas verdes y zonas de juegosEdificios de 5 pisos con ascensorKosmos Inmobiliaria¡Aprovecha ahora, los precios subirán pronto!",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 6 días
"S/ 864,850 · USD 245,000 S/ 350 Mantenimiento","LOS Laureles 250 SAN Isidro San Isidro, Lima","San Isidro, Lima",14,115 m² tot.,,,Publicado hoy,"Venta usd $ 245, 000 Dólares Americanos Amplio departamento y super conservado de 115 m2, en edificio de 7 pisos, 04 departamentos por piso De 02 torres, separadas por un jardín interno, 01 ascensor por torre. Vista interna al jardín interno. 03 habitaciones amplias, 02 baños completos 01 habitación de servicio, mas 01 baño completo. Sala comedor amplios, pisos de parquet super conservados y remodelados con dd. Cocina y lavandería 01 estacionamiento amplio, por rampa doble amplia. totalmente remodelado Y super conservado. Antigüedad 28 años. Mantenimiento 350 soles, incluye el agua. Seguridad 24x7. A media cuadra de la Av. Javier Prado Oeste y de Av. Dos de Mayo. Cerca a Vivanda y Wong. el precio es en dolares, tipo de cambio es referencial. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hoy
"S/ 384,000 · USD 115,000 S/ 160 Mantenimiento","Tambo real 236 Chorrillos, Lima","Chorrillos, Lima",20,120 m² tot.,,,Publicado hace 2 días,"Ocasión en Chorrillos – Dúplex Moderno con Terraza y Cochera. Se pone en venta un acogedor y bien iluminado dúplex de dos dormitorios, ubicado en una zona altamente demandada de Chorrillos. Su cercanía al Real Plaza Guardia Civil, colegios, restaurantes y avenidas principales lo convierte en una opción ideal tanto para vivienda como inversión. Características del inmueble. Dormitorio principal con clóset empotrado y baño incorporado. Segundo dormitorio con iluminación natural y buena ventilación. Baño completo adicional. Sala–comedor con ventanales amplios y excelente ingreso de luz. Kitchenet moderno de concepto abierto. Segundo nivel con terraza amplia, perfecta para reuniones, parrillas o espacio social. Área de lavandería y zona de almacenamiento. Cochera incluida en el precio. Ventajas que destacan. Este dúplex ofrece una distribución eficiente, ambientes funcionales y una sensación de amplitud difícil de encontrar en la zona. Su terraza es un valor agregado que permite disfrutar de espacios al aire libre sin salir de casa. Ideal para quienes buscan comodidad, seguridad y una ubicación estratégica. Ubicación. Situado a pocos pasos del Real Plaza Guardia Civil, rodeado de comercios, colegios y vías de acceso que permiten conectarse rápidamente con diferentes puntos de la ciudad. Zona con alta demanda y excelente proyección de valorización. Una oportunidad que no suele estar disponible por mucho tiempo. Consulte para coordinar una visita y conocerlo en persona.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 312,766 · USD 84,900 S/ 300 Mantenimiento","Avenida Canada - LA Victoria al 100 La Victoria, Lima","La Victoria, Lima",19,36 m² tot.,,,Publicado hace 5 días,"Departamento de estreno de 1 dormitorio en av. Canada – la victoria - no paga alcabala! Todo nuevo Y listo para ser estrenado! Excelente inversion para airbnb! Ubicado en piso 4, con 36, 43 m², perfectamente distribuidos, vista a parque interior con excelente iluminación natural y ventilación en todos sus ambientes, edificio muy seguro y con modernas áreas comunes. Vive con comodidad y estilo en una ubicación privilegiada, cerca a todo lo que necesitas, a 5 minutos del Centro Financiero de San Isidro, con excelente conectividad y fácil acceso a todo Lima, cerca de la Estación Canadá del Metropolitano, cc. Plaza Santa Catalina, Parque Sergio Bernales, Clínica Ricardo Palma, Sodimac, Plaza Vea, Restaurantes, Cafés, Bancos y mucho más. distribución: - Sala comedor con balcón y vista a parque interno. - Cocina semi abierta funcional con barra y reposteros altos y bajos (equipada con encimera, horno y campana). - 1 dormitorio con closet y vista a parque interno exterior. - 1 Baño completo con moderno diseño. - Área de lavandería cerrada con terma muy practica y funcional. Terma, cocina, horno y duchas con gas natural (Gas Calidda). áreas comunes: Lobby, 3 Ascensores, Coworking, Piscina, Gimnasio, Zona de Bar Terraza, Zona de Parrillas, Zona de Fogatas, Sala sum, Play Room, Parque interno para niños y Pet Zone. mantenimiento: S/ 300 aprox. (incluye agua, seguridad, limpieza, ascensor, etc.) precio: $ 84, 900Disfruta de la comodidad y tranquilidad que este lugar tiene para ofrecer. Contáctame ahora para más información y agendar tu visita. saito servicios inmobiliarios sacruc Ver datos",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 5 días
"S/ 381,500 · USD 109,000 S/ 300 Mantenimiento","Boulevard de Asia al 100 Boulevard De Asia, Asia","Boulevard De Asia, Asia",10,105 m² tot.,,,Publicado hace 6 días,"Dúplex 80 m² (4 Habitaciones) + Terraza 25 m² + CocheraPrecio contado: usd 98, 000Precio crédito: usd 109, 000Con terraza privada para parrillas, reuniones y vista privilegiada. ¡La opción top para vivir o alquilar! amenidades que marcan la diferenciaplaya artificial estilo Bora BoraClub House &amp;amp; GimnasioCancha deportiva y cancha de pádelÁreas verdes y zonas de juegosEdificios de 5 pisos con ascensorCochera incluida en todos los tipos de departamentos",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 6 días
"S/ 620,000 · USD 185,000 S/ 150 Mantenimiento","Calle los Ñandues 160 a 9 min de la Zona Financiera Limatambo, Surquillo","Limatambo, Surquillo",18,101 m² tot.,,,Publicado hace 2 días,"Departamento en venta – Calle Los Ñandúes 160, SurquilloÁrea total: 101 m² | Dormitorios: 3 | Baños: 3. 5 | Cochera: 1 | Piso: 3 (sin ascensor) Vive con confort y ubicación privilegiadaDescubre este amplio y bien distribuido departamento ubicado en el corazón de Surquillo, a pocos minutos de San Isidro, Miraflores y Surco. En una zona tranquila y residencial, pero con acceso rápido a avenidas principales como Angamos, Tomás Marsano y República, que conectan con toda la ciudad. Distribución ideal para tu estilo de vidaSala y comedor amplios, con excelente iluminación natural. Cocina cerrada con muebles altos y bajos, lista para personalizar. 3 dormitorios, cada uno con baño propio, brindando independencia y comodidad a todos los miembros de la familia. Baño de visitas adicional. Cuarto y baño de servicio, perfecto para apoyo doméstico o como zona de almacenamiento. 1 cochera techada, de fácil acceso. Entorno y ventajasCerca de supermercados, cafés, bancos, colegios y parques. A solo minutos del Centro Comercial Open Angamos, Metro de Aramburú y Parque de la Amistad. Zona segura, con acceso controlado y fácil salida hacia avenidas principales. Ideal paraFamilias que buscan espacio, privacidad y buena ubicación, o inversionistas que quieren una propiedad rentable en una zona de alta demanda y crecimiento inmobiliario.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 845,000 · USD 250,000 S/ 450 Mantenimiento","Diez Canseco 6XX Leuro, Miraflores","Leuro, Miraflores",31,90 m² tot.,,,Publicado hace 2 días,"Se encuentra ubicado en Diez Canseco cuadra 6, calle amplia y residencial, a distancia caminable de restaurantes, comercios, bancos, y con facil salida a avenidas principales. El edificio tiene 5 pisos y 25 departamentos, tiene una arquitectura moderna y singular, cuenta con un hermoso lobby con techos a doble altura con una decoracion que combina materiales como el marmol con areas verdes. Tiene dos ascensores- El departamento está ubicado en el segundo piso y tiene vista exterior. Tiene 90 metros, ingresando hay un recibidor que podría ser también un escritorio, un baño de visitas, una amplia sala, con vista exterior y balcón, tiene también una amplia y elegante cocina integrada con muebles altos y bajos y una gran barra de granito que combina con la sala. El dormitorio es bien amplio, con espacio para escritorio, cuenta también con balcon con vista exterior, con un walk-in closet de buen tamaño y un amplio baño incorporado. Tiene una lavandería comoda y con buena ventilacion. Cuenta con una cochera en sótano. El edificio tiene cocheras para visitas y guardianía las 24 horas. Actualmente está con inquilino con contrato hasta Setiembre del 2026. Se vende finamente amoblado y equipado.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 910,000 · USD 269,000","Calle LAS Letras, LAS Torres DE SAN Borja al 200 San Borja, Lima","San Borja, Lima",12,155 m² tot.,,,Publicado hace 5 días,"Venta de Departamento con acceso Independiente 1er nivel – Excelente UbicaciónSe ofrece un moderno departamento de 155 m², ubicación en zona estrategica a minutos de estación del tren La Cultura, centro comercial La Rambla, supermercados Wong y Plaza Vea, Teatro Nacional, Ministerio de Cultura, Ministerio de Educación, Banco de la Nación, Indecopi, Biblioteca Nacional, Clínicas y colegios. Cerca de avenidas principales como Javier Prado, Aviación y a 15 minutos de Av. Panamericana, Metropolitano y Vía Expresa. Y Centro Comercial Jockey Plaza. El inmueble se encuentra en impecable estado de conservación, con acabados exclusivos y amplias ventanas que permiten disfrutar de una excelente iluminación natural y una vista directa al patio jardín privado, una terraza grande. &quot;Ideal para familias, parejas jóvenes: Acceso a todo, Cerca de colegios y zonas recreativas&quot;. Recientemente remodelado con acabados de primera. Venta de Ocasión! Por viaje. Características principales: Área total: 155 m²Acceso directo al departamento3 dormitorios (02 cuenta con clóset) 1 cuarto de servicio - Draywall (solo para cama) 2 baños con finos acabadosCocina amplia con acabados de primera (Mesón de cuarzo, reposteros altos de poliuretano y melanine) 2 estacionamiento con puerta levadiza enrollable. 1 terraza techada de 18 mtrs2Patio con césped. Puerta trasera a condominio, para pasear mascotas. Servicio de vigilancia del condominio permanente. 0 Soles de mantenimiento y vigilancia. Con 33 años de antigüedad, el departamento se mantiene en excelentes condiciones gracias a su diseño robusto y moderno y a la calidad de los materiales utilizados en la remodelación. Una oportunidad ideal para quienes buscan comodidad, seguridad y una ubicación privilegiada.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 5 días
"S/ 1,318,000 · USD 389,000","AV PARQUE NORTE SAN ISIDRO San Isidro, Lima","San Isidro, Lima",30,226 m² tot.,,,Publicado hace 5 días,"Venta en Primer Piso de Amplio Departamento con Terraza en San Isidro. situado en av. Parque norte, A dos cuadras de la av. Javier prado. Frente A lindas areas verdes. Cerca al centro financiero, clinicas Y centros comerciales. En primer piso. At: 226. 22 M2. ac: 166. 43 M2. sala comedor con vista A terraza. Amplia terraza. Medio baño de visita. Cocina cerrada espaciosa con muebles altos Y bajos. Lavandería. Sala de estar. Habitación principal con walk in closet Y baño incorporado. Estudio. Primera habitación secundaria con closet Y acceso A terraza. Segunda habitación secundaria con closet Y acceso A terraza. Baño completo compartido. Cuarto Y baño de servicio. Estacionamiento doble lineal. Un depósito. áreas comunes: recepción. Sala de reuniones. Seguridad las 24 horas.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 5 días
